GeneID	nReads	ftype
RARS1	1569	inex
RARS2	211	inex
RASA1	1029	inex
RASA2	1909	inex
RASA3	2389	inex
RASA4B	2488	inex
RASAL1	498	inex
RASAL2	633	inex
RASAL3	102	inex
RASD1	518	inex
RASD2	3	inex
RASEF	100	inex
RASGEF1A	2585	inex
RASGEF1B	2287	inex
RASGEF1C	857	inex
RASGRF1	699	inex
RASGRF2	3085	inex
RASGRP1	53	inex
RASGRP2	54	inex
RASGRP3	169	inex
RASGRP4	36	inex
RASIP1	10	inex
RASL10A	118	inex
RASL10B	368	inex
RASL11A	805	inex
RASL11B	298	inex
RASL12	10	inex
RASSF1	684	inex
RASSF10	61	inex
RASSF2	629	inex
RASSF3	392	inex
RASSF5	2337	inex
RASSF7	392	inex
RASSF8	668	inex
RASSF9	367	inex
RAVER1	517	inex
RAVER2	116	inex
RAX	5	inex
RB1	5552	inex
RB1CC1	2771	inex
RBBP4	2214	inex
RBBP5	919	inex
RBBP6	1294	inex
RBBP8	175	inex
RBBP8NL	47	inex
RBCK1	81	inex
RBFA	671	inex
RBFOX1	10249	inex
RBFOX2	5657	inex
RBFOX3	6146	inex
RBIS	1015	inex
RBKS	176	inex
RBL1	657	inex
RBL2	1034	inex
RBM10	962	inex
RBM11	2146	inex
RBM12B	982	inex
RBM15	818	inex
RBM15B	296	inex
RBM17	425	inex
RBM18	207	inex
RBM19	212	inex
RBM20	110	inex
RBM22	581	inex
RBM23	1030	inex
RBM24	88	inex
RBM25	2550	inex
RBM26	1355	inex
RBM27	1059	inex
RBM28	149	inex
RBM33	2081	inex
RBM34	461	inex
RBM38	427	inex
RBM39	1777	inex
RBM41	628	inex
RBM42	156	inex
RBM44	110	inex
RBM46	188	inex
RBM47	77	inex
RBM48	390	inex
RBM5	3807	inex
RBM6	49328	inex
RBM7	374	inex
RBM8A	561	inex
RBMS1	3610	inex
RBMS2	737	inex
RBMS3	4547	inex
RBMX	1006	inex
RBMX2	217	inex
RBP2	82	inex
RBP3	1	inex
RBP4	20	inex
RBP5	16	inex
RBPJ	825	inex
RBPJL	8	inex
RBPMS	254	inex
RBPMS2	270	inex
RBSN	1760	inex
RBX1	6040	inex
RC3H1	3052	inex
RC3H2	239	inex
RCAN1	1802	inex
RCAN2	1333	inex
RCAN3	2019	inex
RCBTB1	1826	inex
RCC1	57	inex
RCC2	54	inex
RCCD1	51	inex
RCE1	77	inex
RCL1	88	inex
RCN1	76	inex
RCN2	1979	inex
RCOR1	1766	inex
RCOR2	35	inex
RCOR3	1832	inex
RCSD1	111	inex
RCVRN	55	inex
RD3	408	inex
RDH10	168	inex
RDH5	139	inex
RDH8	239	inex
RDM1	399	inex
REC114	5	inex
REC8	66	inex
RECK	1283	inex
RECQL	277	inex
RECQL4	74	inex
RECQL5	1013	inex
REELD1	28	inex
REEP1	4036	inex
REEP2	1046	inex
REEP3	948	inex
REEP4	348	inex
REEP5	8116	inex
REL	405	inex
RELA	80	inex
RELB	100	inex
RELCH	1564	inex
RELL1	235	inex
RELL2	813	inex
RELN	2157	inex
RELT	270	inex
REM1	54	inex
REM2	83	inex
REN	1	inex
REPS1	935	inex
REPS2	2850	inex
RER1	420	inex
RERE	1162	inex
RERG	2439	inex
RESF1	493	inex
REST	640	inex
RET	5289	inex
RETREG1	468	inex
RETREG2	1848	inex
RETREG3	1836	inex
REV1	1325	inex
REV3L	2859	inex
REX1BD	271	inex
REXO1	910	inex
REXO2	4036	inex
REXO4	753	inex
REXO5	38	inex
RFC1	1208	inex
RFC3	286	inex
RFC4	24	inex
RFC5	654	inex
RFESD	51	inex
RFFL	378	inex
RFK	401	inex
RFLNA	4	inex
RFLNB	61	inex
RFNG	591	inex
RFT1	458	inex
RFTN1	708	inex
RFTN2	190	inex
RFWD3	469	inex
RFX1	423	inex
RFX2	117	inex
RFX3	2383	inex
RFX4	1986	inex
RFX5	63	inex
RFX6	21	inex
RFX7	1109	inex
RFXANK	79	inex
RGCC	2128	inex
RGL1	1142	inex
RGL2	308	inex
RGL3	88	inex
RGMA	1711	inex
RGMB	569	inex
RGP1	153	inex
RGR	21	inex
RGS10	56	inex
RGS11	200	inex
RGS12	157	inex
RGS13	140	inex
RGS14	689	inex
RGS16	4994	inex
RGS17	917	inex
RGS18	47	inex
RGS19	484	inex
RGS2	590	inex
RGS20	30	inex
RGS22	67	inex
RGS3	443	inex
RGS5	41	inex
RGS6	2732	inex
RGS7	1082	inex
RGS8	420	inex
RGS9	304	inex
RGSL1	97	inex
RHAG	3	inex
RHBDD1	203	inex
RHBDD2	89	inex
RHBDD3	370	inex
RHBDF1	18	inex
RHBDF2	1501	inex
RHBDL1	468	inex
RHCG	10	inex
RHEB	2706	inex
RHEBL1	2	inex
RHO	37	inex
RHOA	2693	inex
RHOB	983	inex
RHOBTB1	30	inex
RHOBTB2	386	inex
RHOBTB3	1454	inex
RHOC	339	inex
RHOD	1	inex
RHOF	367	inex
RHOG	50	inex
RHOH	11	inex
RHOJ	305	inex
RHOQ	1288	inex
RHOT1	999	inex
RHOT2	758	inex
RHOU	701	inex
RHOV	58	inex
RHPN1	200	inex
RHPN2	120	inex
RIBC1	303	inex
RIBC2	9	inex
RIC3	1502	inex
RIC8A	1045	inex
RIC8B	885	inex
RICTOR	1292	inex
RIDA	484	inex
RIIAD1	53	inex
RILPL2	17	inex
RIMBP2	563	inex
RIMKLB	3912	inex
RIMS1	3042	inex
RIMS2	10006	inex
RIMS3	907	inex
RIMS4	2211	inex
RIN1	188	inex
RIN2	1346	inex
RIN3	263	inex
RING1	10	inex
RINL	16	inex
RINT1	436	inex
RIOK1	818	inex
RIOK2	386	inex
RIOK3	1275	inex
RIOX1	130	inex
RIOX2	303	inex
RIPK1	261	inex
RIPK2	138	inex
RIPK4	23	inex
RIPOR1	344	inex
RIPOR2	183	inex
RIPOR3	818	inex
RIPPLY2	69	inex
RIT1	336	inex
RLBP1	369	inex
RLF	304	inex
RLIM	193	inex
RMC1	243	inex
RMDN1	429	inex
RMDN2	273	inex
RMDN3	794	inex
RMI1	69	inex
RMI2	22	inex
RMND1	808	inex
RMND5A	1005	inex
RMND5B	729	inex
RNASEH1	1191	inex
RNASEH2A	125	inex
RNASEH2B	258	inex
RNASEK	1392	inex
RNASEL	270	inex
RNASET2	384	inex
RND1	761	inex
RND2	1374	inex
RND3	1028	inex
RNF10	1143	inex
RNF11	3543	inex
RNF111	414	inex
RNF112	145	inex
RNF113A	682	inex
RNF114	256	inex
RNF115	157	inex
RNF121	92	inex
RNF122	255	inex
RNF123	2138	inex
RNF125	79	inex
RNF126	284	inex
RNF13	996	inex
RNF130	1534	inex
RNF135	174	inex
RNF138	256	inex
RNF139	114	inex
RNF14	701	inex
RNF141	1392	inex
RNF144A	775	inex
RNF144B	93	inex
RNF145	644	inex
RNF146	1198	inex
RNF149	489	inex
RNF150	3496	inex
RNF152	806	inex
RNF157	7221	inex
RNF165	439	inex
RNF166	95	inex
RNF167	122	inex
RNF168	819	inex
RNF169	58	inex
RNF17	55	inex
RNF170	515	inex
RNF180	514	inex
RNF181	1086	inex
RNF182	218	inex
RNF183	48	inex
RNF185	330	inex
RNF19A	569	inex
RNF19B	526	inex
RNF2	555	inex
RNF20	620	inex
RNF207	12	inex
RNF208	391	inex
RNF212	83	inex
RNF212B	41	inex
RNF214	264	inex
RNF215	119	inex
RNF216	451	inex
RNF217	952	inex
RNF220	40	inex
RNF223	38	inex
RNF224	14	inex
RNF225	37	inex
RNF227	52	inex
RNF24	235	inex
RNF25	585	inex
RNF26	87	inex
RNF31	338	inex
RNF32	136	inex
RNF34	179	inex
RNF38	2072	inex
RNF4	617	inex
RNF40	387	inex
RNF41	1180	inex
RNF43	133	inex
RNF44	791	inex
RNF5	190	inex
RNF6	186	inex
RNF7	1026	inex
RNF8	434	inex
RNFT1	122	inex
RNFT2	161	inex
RNGTT	1973	inex
RNLS	769	inex
RNMT	1885	inex
RNPC3	499	inex
RNPEPL1	210	inex
RNPS1	543	inex
RO60	441	inex
ROBO1	7147	inex
ROBO2	2126	inex
ROBO3	3663	inex
ROBO4	426	inex
ROCK1	1462	inex
ROCK2	2331	inex
ROGDI	1139	inex
ROMO1	3616	inex
ROPN1L	55	inex
ROR1	66	inex
ROR2	91	inex
RORA	2525	inex
RORB	1488	inex
RORC	537	inex
RP1	311	inex
RP1L1	41	inex
RP2	310	inex
RP9	448	inex
RPA1	286	inex
RPA2	296	inex
RPA3	218	inex
RPAP1	215	inex
RPAP2	640	inex
RPAP3	1938	inex
RPE	495	inex
RPE65	51	inex
RPF1	236	inex
RPF2	214	inex
RPGR	453	inex
RPGRIP1	137	inex
RPGRIP1L	626	inex
RPH3A	864	inex
RPIA	1096	inex
RPL10	7047	inex
RPL10A	1937	inex
RPL11	3703	inex
RPL12	2691	inex
RPL13	2144	inex
RPL13A	5434	inex
RPL14	12442	inex
RPL15	6516	inex
RPL17	5717	inex
RPL18	1672	inex
RPL18A	4962	inex
RPL19	10431	inex
RPL21	12907	inex
RPL22	1888	inex
RPL22L1	2147	inex
RPL23	9018	inex
RPL23A	5499	inex
RPL24	7629	inex
RPL26L1	13605	inex
RPL27	10433	inex
RPL27A	3223	inex
RPL28	3389	inex
RPL3	2288	inex
RPL30	7860	inex
RPL31	5542	inex
RPL32	9430	inex
RPL34	7877	inex
RPL35	4476	inex
RPL35A	1642	inex
RPL36	11592	inex
RPL36A	6120	inex
RPL37	6107	inex
RPL37A	11653	inex
RPL38	10375	inex
RPL39	5634	inex
RPL3L	1	inex
RPL4	3623	inex
RPL5	3816	inex
RPL6	3322	inex
RPL7	3296	inex
RPL7A	4438	inex
RPL7L1	899	inex
RPLP0	2743	inex
RPLP1	3284	inex
RPLP2	11418	inex
RPN1	395	inex
RPN2	898	inex
RPP14	43	inex
RPP21	208	inex
RPP25	50	inex
RPP25L	215	inex
RPP30	156	inex
RPP38	299	inex
RPRD1A	2073	inex
RPRD1B	580	inex
RPRD2	163	inex
RPRM	78	inex
RPS10	3731	inex
RPS11	2998	inex
RPS12	8302	inex
RPS13	7754	inex
RPS14	5064	inex
RPS15	3408	inex
RPS15A	4384	inex
RPS16	5959	inex
RPS17	3885	inex
RPS18	3445	inex
RPS19	3027	inex
RPS19BP1	530	inex
RPS2	3075	inex
RPS20	10518	inex
RPS21	5499	inex
RPS23	3140	inex
RPS24	7160	inex
RPS25	4780	inex
RPS26	4343	inex
RPS27	2577	inex
RPS27A	4757	inex
RPS28	2527	inex
RPS29	4257	inex
RPS3	1215	inex
RPS3A	4353	inex
RPS4X	3239	inex
RPS5	6944	inex
RPS6	4398	inex
RPS6KA1	377	inex
RPS6KA3	1120	inex
RPS6KA4	111	inex
RPS6KA5	662	inex
RPS6KA6	968	inex
RPS6KB1	486	inex
RPS6KB2	82	inex
RPS6KC1	1327	inex
RPS6KL1	1306	inex
RPS7	3575	inex
RPS8	3250	inex
RPS9	2474	inex
RPSA	3696	inex
RPTOR	2638	inex
RPUSD1	1097	inex
RPUSD2	173	inex
RPUSD3	183	inex
RPUSD4	217	inex
RRAD	2105	inex
RRAGD	576	inex
RRAS	13	inex
RRAS2	854	inex
RRBP1	817	inex
RREB1	399	inex
RRH	8	inex
RRM1	177	inex
RRM2	99	inex
RRM2B	696	inex
RRN3	1145	inex
RRNAD1	107	inex
RRP12	1213	inex
RRP15	493	inex
RRP1B	509	inex
RRP36	986	inex
RRP7A	380	inex
RRP8	53	inex
RRP9	51	inex
RRS1	90	inex
RS1	2	inex
RSAD1	171	inex
RSAD2	81	inex
RSBN1	582	inex
RSBN1L	440	inex
RSF1	639	inex
RSKR	1	inex
RSL1D1	288	inex
RSL24D1	994	inex
RSPH1	466	inex
RSPH14	48	inex
RSPH3	8	inex
RSPH9	42	inex
RSPO2	850	inex
RSPO3	454	inex
RSPO4	128	inex
RSPRY1	487	inex
RSRC1	3337	inex
RSRC2	404	inex
RSRP1	307	inex
RSU1	1800	inex
RTBDN	4681	inex
RTCA	1348	inex
RTCB	348	inex
RTEL1	532	inex
RTF1	1770	inex
RTF2	905	inex
RTKN	173	inex
RTKN2	535	inex
RTN1	17486	inex
RTN2	206	inex
RTN3	7615	inex
RTN4	18636	inex
RTN4IP1	217	inex
RTN4R	297	inex
RTN4RL1	37	inex
RTN4RL2	88	inex
RTRAF	871	inex
RTTN	171	inex
RUBCN	160	inex
RUFY1	863	inex
RUFY2	2717	inex
RUFY3	8267	inex
RUFY4	2	inex
RUNDC1	407	inex
RUNDC3A	1657	inex
RUNDC3B	4118	inex
RUNX1	251	inex
RUNX1T1	1423	inex
RUNX2	2441	inex
RUNX3	433	inex
RUSC1	1566	inex
RUSC2	429	inex
RUSF1	153	inex
RUVBL1	1867	inex
RUVBL2	434	inex
RWDD1	1599	inex
RWDD2A	89	inex
RWDD2B	150	inex
RWDD3	357	inex
RWDD4	770	inex
RXFP3	45	inex
RXRA	233	inex
RXRB	186	inex
RXYLT1	624	inex
RYK	759	inex
RYR1	1065	inex
RYR2	19463	inex
RYR3	5773	inex
S100A1	1818	inex
S100A10	15515	inex
S100A13	205	inex
S100A16	69	inex
S100Z	2	inex
S1PR1	502	inex
S1PR2	398	inex
S1PR3	180	inex
S1PR4	2	inex
SAAL1	604	inex
SAC3D1	32	inex
SACM1L	3183	inex
SACS	6153	inex
SAE1	641	inex
SAG	61	inex
SALL1	287	inex
SALL2	276	inex
SALL3	493	inex
SALL4	139	inex
SAMD1	377	inex
SAMD10	278	inex
SAMD11	512	inex
SAMD12	453	inex
SAMD13	108	inex
SAMD14	1608	inex
SAMD15	233	inex
SAMD4A	4998	inex
SAMD4B	77	inex
SAMD7	8	inex
SAMD8	864	inex
SAMHD1	772	inex
SAMM50	551	inex
SAMSN1	230	inex
SAP130	373	inex
SAP18	726	inex
SAP25	2	inex
SAP30	1219	inex
SAP30L	401	inex
SAPCD1	150	inex
SAPCD2	92	inex
SAR1A	993	inex
SAR1B	1129	inex
SARAF	890	inex
SARDH	118	inex
SARM1	40	inex
SARS1	2661	inex
SARS2	193	inex
SART1	831	inex
SART3	422	inex
SASH1	3066	inex
SASH3	90	inex
SASS6	408	inex
SAT1	1300	inex
SATB1	1233	inex
SATB2	735	inex
SAV1	189	inex
SAXO1	83	inex
SAXO2	48	inex
SAYSD1	425	inex
SBDS	1032	inex
SBF1	862	inex
SBF2	2763	inex
SBK1	195	inex
SBK3	39	inex
SBNO1	2212	inex
SBNO2	677	inex
SBSPON	200	inex
SC5D	736	inex
SCAF1	1795	inex
SCAF11	3081	inex
SCAF8	2202	inex
SCAI	144	inex
SCAMP1	2420	inex
SCAMP2	361	inex
SCAMP3	874	inex
SCAMP4	704	inex
SCAMP5	238	inex
SCAPER	9201	inex
SCARA3	59	inex
SCARA5	53	inex
SCARB1	300	inex
SCARB2	4105	inex
SCARF2	114	inex
SCCPDH	4073	inex
SCD	7057	inex
SCD5	1269	inex
SCFD1	2537	inex
SCFD2	837	inex
SCG2	7390	inex
SCG3	1828	inex
SCG5	19378	inex
SCGN	84	inex
SCHIP1	4103	inex
SCIN	122	inex
SCLT1	350	inex
SCLY	328	inex
SCMH1	232	inex
SCML2	1677	inex
SCML4	218	inex
SCN1B	1995	inex
SCN2A	5430	inex
SCN2B	352	inex
SCN3B	102	inex
SCN4B	1657	inex
SCN8A	10980	inex
SCNM1	92	inex
SCNN1A	482	inex
SCNN1B	42	inex
SCNN1D	4	inex
SCOC	9348	inex
SCP2	2746	inex
SCPEP1	504	inex
SCRIB	80	inex
SCRN1	852	inex
SCRN2	173	inex
SCRN3	503	inex
SCRT1	623	inex
SCRT2	221	inex
SCTR	90	inex
SCUBE1	261	inex
SCUBE2	94	inex
SCUBE3	306	inex
SCX	27	inex
SCYL1	262	inex
SCYL2	1051	inex
SCYL3	369	inex
SDAD1	346	inex
SDC1	21	inex
SDC2	3551	inex
SDC3	4556	inex
SDC4	1835	inex
SDCBP2	86	inex
SDCCAG8	1184	inex
SDE2	164	inex
SDF2	146	inex
SDF2L1	415	inex
SDF4	1535	inex
SDHA	8699	inex
SDHAF1	113	inex
SDHAF2	1216	inex
SDHAF3	380	inex
SDHAF4	1184	inex
SDHB	1280	inex
SDHC	635	inex
SDHD	1902	inex
SDK1	553	inex
SDK2	2362	inex
SDR16C5	1049	inex
SDR39U1	265	inex
SDR42E1	137	inex
SDSL	18	inex
SEBOX	273	inex
SEC11A	336	inex
SEC11C	2511	inex
SEC13	575	inex
SEC14L1	1996	inex
SEC14L2	96	inex
SEC14L5	398	inex
SEC16A	207	inex
SEC22A	804	inex
SEC22B	1773	inex
SEC22C	245	inex
SEC23A	502	inex
SEC23B	574	inex
SEC24A	895	inex
SEC24B	510	inex
SEC24C	1051	inex
SEC24D	583	inex
SEC31A	1332	inex
SEC61A1	1128	inex
SEC61A2	203	inex
SEC61B	4763	inex
SEC61G	6269	inex
SEC62	4001	inex
SEC63	1235	inex
SECISBP2	862	inex
SECISBP2L	1649	inex
SEH1L	786	inex
SEL1L	2050	inex
SEL1L2	108	inex
SEL1L3	18	inex
SELE	7	inex
SELENOF	945	inex
SELENOH	1665	inex
SELENOI	1946	inex
SELENOK	259	inex
SELENOM	211	inex
SELENON	494	inex
SELENOO	583	inex
SELENOS	1811	inex
SELENOT	2246	inex
SELPLG	54	inex
SEMA3A	424	inex
SEMA3B	193	inex
SEMA3C	567	inex
SEMA3D	620	inex
SEMA3E	324	inex
SEMA3F	114	inex
SEMA3G	232	inex
SEMA4A	770	inex
SEMA4B	89	inex
SEMA4C	553	inex
SEMA4D	2921	inex
SEMA4G	843	inex
SEMA5A	498	inex
SEMA5B	4677	inex
SEMA6A	7537	inex
SEMA6B	1086	inex
SEMA6C	26	inex
SEMA6D	4798	inex
SEMA7A	109	inex
SENP1	226	inex
SENP2	2237	inex
SENP3	48	inex
SENP5	1020	inex
SENP6	2516	inex
SENP7	457	inex
SENP8	379	inex
SEPHS1	356	inex
SEPSECS	121	inex
SEPTIN1	12	inex
SEPTIN10	295	inex
SEPTIN11	441	inex
SEPTIN12	1080	inex
SEPTIN2	1514	inex
SEPTIN3	2626	inex
SEPTIN4	816	inex
SEPTIN5	3029	inex
SEPTIN6	3019	inex
SEPTIN7	10504	inex
SEPTIN8	2104	inex
SEPTIN9	3473	inex
SERAC1	283	inex
SERBP1	2197	inex
SERF1A	18123	inex
SERGEF	883	inex
SERINC1	11431	inex
SERINC2	73	inex
SERINC3	3449	inex
SERINC5	609	inex
SERP1	757	inex
SERPINA10	25	inex
SERPINB5	26	inex
SERPINC1	43	inex
SERPIND1	9	inex
SERPINE1	16	inex
SERPINE2	1328	inex
SERPINE3	10	inex
SERPINF1	98	inex
SERPING1	228	inex
SERPINH1	236	inex
SERPINI1	5513	inex
SERTAD1	39	inex
SERTAD2	1398	inex
SERTAD4	809	inex
SERTM1	594	inex
SERTM2	3	inex
SESN1	238	inex
SESN2	707	inex
SESN3	1128	inex
SESTD1	1386	inex
SET	2604	inex
SETBP1	239	inex
SETD1A	504	inex
SETD1B	68	inex
SETD2	1063	inex
SETD3	1119	inex
SETD4	187	inex
SETD5	1441	inex
SETD6	273	inex
SETD7	327	inex
SETDB1	92	inex
SETDB2	564	inex
SETX	359	inex
SEZ6	776	inex
SEZ6L	78	inex
SEZ6L2	6128	inex
SF1	525	inex
SF3A1	938	inex
SF3A2	79	inex
SF3A3	460	inex
SF3B1	2707	inex
SF3B2	591	inex
SF3B3	591	inex
SF3B4	543	inex
SF3B5	193	inex
SF3B6	2391	inex
SFI1	233	inex
SFMBT1	858	inex
SFMBT2	275	inex
SFN	2	inex
SFPQ	6278	inex
SFR1	105	inex
SFRP1	56	inex
SFRP2	94	inex
SFRP4	62	inex
SFT2D1	1600	inex
SFT2D2	333	inex
SFT2D3	94	inex
SFTPB	130	inex
SFXN1	909	inex
SFXN2	25	inex
SFXN3	812	inex
SFXN4	334	inex
SFXN5	434	inex
SGCA	313	inex
SGCB	820	inex
SGCD	4664	inex
SGCE	2227	inex
SGCG	115	inex
SGCZ	4708	inex
SGF29	600	inex
SGIP1	6076	inex
SGK1	952	inex
SGK2	1783	inex
SGMS1	393	inex
SGMS2	1460	inex
SGO1	287	inex
SGO2	2	inex
SGPL1	745	inex
SGPP1	311	inex
SGPP2	1269	inex
SGSH	132	inex
SGSM1	1237	inex
SGSM2	872	inex
SGSM3	665	inex
SGTA	51	inex
SGTB	2606	inex
SH2B1	364	inex
SH2B2	349	inex
SH2B3	49	inex
SH2D3C	585	inex
SH2D4A	57	inex
SH2D4B	24	inex
SH2D5	407	inex
SH3BGRL	4756	inex
SH3BGRL2	878	inex
SH3BP1	1457	inex
SH3BP4	1362	inex
SH3BP5	1044	inex
SH3BP5L	551	inex
SH3D19	1642	inex
SH3GL1	169	inex
SH3GL2	3541	inex
SH3GL3	151	inex
SH3GLB1	984	inex
SH3GLB2	1573	inex
SH3KBP1	4125	inex
SH3PXD2A	6910	inex
SH3PXD2B	2005	inex
SH3RF1	927	inex
SH3RF2	188	inex
SH3TC1	45	inex
SH3TC2	113	inex
SH3YL1	166	inex
SHANK1	2503	inex
SHANK2	2513	inex
SHANK3	649	inex
SHARPIN	229	inex
SHB	2159	inex
SHBG	28	inex
SHC1	95	inex
SHC2	243	inex
SHC3	800	inex
SHC4	2215	inex
SHCBP1	58	inex
SHCBP1L	195	inex
SHD	224	inex
SHE	16	inex
SHF	84	inex
SHFL	135	inex
SHH	773	inex
SHISA2	34	inex
SHISA4	4873	inex
SHISA5	980	inex
SHISA6	419	inex
SHISA7	515	inex
SHISA8	83	inex
SHISA9	283	inex
SHISAL1	1117	inex
SHISAL2A	152	inex
SHKBP1	95	inex
SHLD1	68	inex
SHLD2	1003	inex
SHMT1	33	inex
SHMT2	487	inex
SHOC1	60	inex
SHOC2	1631	inex
SHOX	29	inex
SHOX2	197	inex
SHPK	77	inex
SHPRH	1059	inex
SHQ1	654	inex
SHROOM1	90	inex
SHROOM3	818	inex
SHROOM4	7	inex
SHTN1	695	inex
SIAE	17	inex
SIAH1	303	inex
SIAH2	318	inex
SIDT1	1597	inex
SIDT2	619	inex
SIGIRR	10	inex
SIGLEC1	53	inex
SIGLEC15	2	inex
SIGMAR1	1465	inex
SIK1	649	inex
SIK2	434	inex
SIK3	633	inex
SIKE1	409	inex
SIL1	1789	inex
SIM1	324	inex
SIM2	219	inex
SIMC1	381	inex
SIN3A	228	inex
SIN3B	834	inex
SINHCAF	301	inex
SIPA1	209	inex
SIPA1L1	2737	inex
SIPA1L2	1186	inex
SIPA1L3	221	inex
SIRT1	1272	inex
SIRT3	181	inex
SIRT4	127	inex
SIRT5	1021	inex
SIRT6	52	inex
SIRT7	322	inex
SIVA1	108	inex
SIX1	2	inex
SIX2	2	inex
SIX3	2	inex
SIX4	105	inex
SIX5	57	inex
SIX6	2	inex
SKA1	37	inex
SKA2	620	inex
SKA3	4	inex
SKAP1	1283	inex
SKAP2	2289	inex
SKI	1625	inex
SKIDA1	5	inex
SKIL	1182	inex
SKIV2L	332	inex
SKOR1	24	inex
SKP1	20853	inex
SKP2	145	inex
SLA	61	inex
SLA2	2911	inex
SLAIN1	716	inex
SLAIN2	1027	inex
SLAMF6	12	inex
SLC10A2	37	inex
SLC10A3	103	inex
SLC10A4	890	inex
SLC10A7	1220	inex
SLC11A1	98	inex
SLC11A2	1208	inex
SLC12A1	149	inex
SLC12A2	1200	inex
SLC12A3	923	inex
SLC12A4	198	inex
SLC12A5	4253	inex
SLC12A6	1345	inex
SLC12A7	219	inex
SLC12A8	141	inex
SLC12A9	66	inex
SLC13A1	52	inex
SLC13A2	36	inex
SLC13A3	6	inex
SLC13A4	33	inex
SLC13A5	44	inex
SLC14A1	65	inex
SLC15A1	9	inex
SLC15A2	162	inex
SLC15A3	64	inex
SLC15A4	77	inex
SLC15A5	23	inex
SLC16A1	212	inex
SLC16A10	74	inex
SLC16A11	4	inex
SLC16A12	700	inex
SLC16A13	9	inex
SLC16A14	568	inex
SLC16A3	1651	inex
SLC16A4	110	inex
SLC16A5	5	inex
SLC16A6	281	inex
SLC16A7	2942	inex
SLC16A8	153	inex
SLC16A9	124	inex
SLC17A5	548	inex
SLC17A6	1680	inex
SLC17A7	735	inex
SLC17A8	21	inex
SLC17A9	107	inex
SLC18A1	6	inex
SLC18A2	103	inex
SLC18A3	636	inex
SLC18B1	40	inex
SLC19A1	65	inex
SLC19A2	885	inex
SLC19A3	646	inex
SLC1A1	2458	inex
SLC1A2	2436	inex
SLC1A3	2881	inex
SLC1A4	1516	inex
SLC1A5	74	inex
SLC1A7	28	inex
SLC20A1	545	inex
SLC20A2	886	inex
SLC22A15	1607	inex
SLC22A16	92	inex
SLC22A17	17	inex
SLC22A18	160	inex
SLC22A23	2365	inex
SLC22A3	217	inex
SLC22A31	91	inex
SLC22A4	1885	inex
SLC22A5	197	inex
SLC23A1	100	inex
SLC23A2	3485	inex
SLC23A3	1	inex
SLC24A2	360	inex
SLC24A3	3565	inex
SLC24A4	6983	inex
SLC24A5	183	inex
SLC25A1	2523	inex
SLC25A10	161	inex
SLC25A11	108	inex
SLC25A12	2778	inex
SLC25A13	2797	inex
SLC25A14	234	inex
SLC25A15	38	inex
SLC25A16	682	inex
SLC25A17	1414	inex
SLC25A18	207	inex
SLC25A19	183	inex
SLC25A20	144	inex
SLC25A21	233	inex
SLC25A22	701	inex
SLC25A23	311	inex
SLC25A24	464	inex
SLC25A25	824	inex
SLC25A26	751	inex
SLC25A28	795	inex
SLC25A29	1335	inex
SLC25A3	8738	inex
SLC25A30	180	inex
SLC25A31	75	inex
SLC25A32	403	inex
SLC25A33	424	inex
SLC25A34	38	inex
SLC25A35	208	inex
SLC25A36	1025	inex
SLC25A37	537	inex
SLC25A38	431	inex
SLC25A4	18	inex
SLC25A42	290	inex
SLC25A43	46	inex
SLC25A44	474	inex
SLC25A46	1071	inex
SLC25A47	173	inex
SLC25A48	87	inex
SLC25A5	6956	inex
SLC25A51	608	inex
SLC25A53	65	inex
SLC26A1	62	inex
SLC26A11	63	inex
SLC26A3	41	inex
SLC26A4	50	inex
SLC26A5	407	inex
SLC26A6	140	inex
SLC26A7	31	inex
SLC26A8	473	inex
SLC26A9	1	inex
SLC27A1	856	inex
SLC27A2	8	inex
SLC27A3	165	inex
SLC27A4	232	inex
SLC28A3	63	inex
SLC29A1	232	inex
SLC29A2	204	inex
SLC29A3	335	inex
SLC29A4	728	inex
SLC2A1	259	inex
SLC2A10	10	inex
SLC2A11	104	inex
SLC2A12	5	inex
SLC2A13	600	inex
SLC2A2	138	inex
SLC2A4	23	inex
SLC2A4RG	119	inex
SLC2A6	78	inex
SLC2A8	422	inex
SLC2A9	360	inex
SLC30A1	1161	inex
SLC30A10	297	inex
SLC30A2	85	inex
SLC30A3	117	inex
SLC30A4	543	inex
SLC30A5	1133	inex
SLC30A6	369	inex
SLC30A7	451	inex
SLC30A9	1066	inex
SLC31A1	661	inex
SLC31A2	75	inex
SLC32A1	1010	inex
SLC33A1	380	inex
SLC34A1	78	inex
SLC34A2	41	inex
SLC35A1	313	inex
SLC35A2	312	inex
SLC35A3	433	inex
SLC35A5	1109	inex
SLC35B1	546	inex
SLC35B2	422	inex
SLC35B3	540	inex
SLC35B4	155	inex
SLC35C1	83	inex
SLC35C2	77	inex
SLC35D1	405	inex
SLC35D2	7	inex
SLC35D3	2643	inex
SLC35E1	1627	inex
SLC35E2A	468	inex
SLC35E4	193	inex
SLC35F1	1530	inex
SLC35F2	718	inex
SLC35F3	2517	inex
SLC35F4	1244	inex
SLC35F5	441	inex
SLC35F6	543	inex
SLC35G1	104	inex
SLC35G2	1212	inex
SLC35G6	1	inex
SLC36A4	420	inex
SLC37A1	241	inex
SLC37A2	601	inex
SLC37A3	261	inex
SLC37A4	143	inex
SLC38A1	1896	inex
