GeneID	nReads	ftype
LOC120302354	4	intron
LOC120302355	22	intron
LOC120302356	22	intron
LOC120302357	28	intron
LOC120302360	4	intron
LOC120302374	3	intron
LOC120302379	892	intron
LOC120302382	111	intron
LOC120302383	23	intron
LOC120302386	11	intron
LOC120302390	37	intron
LOC120302392	20	intron
LOC120302393	8	intron
LOC120302394	2	intron
LOC120302395	7	intron
LOC120302407	70	intron
LOC120302415	91	intron
LOC120302418	838	intron
LOC120302427	27	intron
LOC120302430	7	intron
LOC120302441	176	intron
LOC120302460	32	intron
LOC120302474	4	intron
LOC120302475	3	intron
LOC120302477	19	intron
LOC120302487	26	intron
LOC120302489	11	intron
LOC120302492	6	intron
LOC120302498	26	intron
LOC120302511	99	intron
LOC120302541	259	intron
LOC120302546	86	intron
LOC120302552	47	intron
LOC120302555	82	intron
LOC120302558	7	intron
LOC120302562	58	intron
LOC120302564	1	intron
LOC120302567	1288	intron
LOC120302577	318	intron
LOC120302579	6	intron
LOC120302585	5	intron
LOC120302586	126	intron
LOC120302593	331	intron
LOC120302594	251	intron
LOC120302597	107	intron
LOC120302601	182	intron
LOC120302609	2	intron
LOC120302617	6	intron
LOC120302623	7	intron
LOC120302626	241	intron
LOC120302630	163	intron
LOC120302638	219	intron
LOC120302640	132	intron
LOC120302654	166	intron
LOC120302655	371	intron
LOC120302662	106	intron
LOC120302666	1	intron
LOC120302670	86	intron
LOC120302676	22	intron
LOC120302678	76	intron
LOC120302681	91	intron
LOC120302683	95	intron
LOC120302686	48	intron
LOC120302693	133	intron
LOC120302695	38	intron
LOC120302704	82	intron
LOC120302705	479	intron
LOC120302706	26	intron
LOC120302707	261	intron
LOC120302709	175	intron
LOC120302714	53	intron
LOC120302720	4	intron
LOC120302722	32	intron
LOC120302723	2	intron
LOC120302724	3	intron
LOC120302725	17	intron
LOC120302727	89	intron
LOC120302731	116	intron
LOC120302733	150	intron
LOC120302737	105	intron
LOC120302745	141	intron
LOC120302746	15	intron
LOC120302748	26	intron
LOC120302749	132	intron
LOC120302752	118	intron
LOC120302757	30	intron
LOC120302758	2859	intron
LOC120302764	62	intron
LOC120302765	7	intron
LOC120302772	188	intron
LOC120302773	34	intron
LOC120302774	246	intron
LOC120302777	14	intron
LOC120302778	13	intron
LOC120302783	43	intron
LOC120302793	1	intron
LOC120302794	2112	intron
LOC120302798	62	intron
LOC120302802	51	intron
LOC120302807	379	intron
LOC120302809	576	intron
LOC120302825	10	intron
LOC120302828	1731	intron
LOC120302840	2920	intron
LOC120302843	1	intron
LOC120302860	10	intron
LOC120302862	7	intron
LOC120302863	2	intron
LOC120302864	9	intron
LOC120302865	3	intron
LOC120302870	73	intron
LOC120302871	17	intron
LOC120302873	7	intron
LOC120302874	44	intron
LOC120302878	4	intron
LOC120302883	6	intron
LOC120302886	16	intron
LOC120302902	12	intron
LOC120302903	1	intron
LOC120302909	3	intron
LOC120302910	3	intron
LOC120302911	1	intron
LOC120302920	3	intron
LOC120302929	96	intron
LOC120302934	111	intron
LOC120302935	118	intron
LOC120302936	7	intron
LOC120302937	12	intron
LOC120302938	24	intron
LOC120302941	13	intron
LOC120302946	34	intron
LOC120302947	1	intron
LOC120302948	35	intron
LOC120302949	2	intron
LOC120302950	18	intron
LOC120302952	84	intron
LOC120302953	164	intron
LOC120302954	6	intron
LOC120302955	3	intron
LOC120302956	52	intron
LOC120302957	2	intron
LOC120302959	2	intron
LOC120302965	9	intron
LOC120302966	41	intron
LOC120302970	7	intron
LOC120302972	2	intron
LOC120302973	10	intron
LOC120302974	15	intron
LOC120302975	1	intron
LOC120302977	6	intron
LOC120302980	1	intron
LOC120302981	12	intron
LOC120302982	104	intron
LOC120302983	10	intron
LOC120302985	3	intron
LOC120302988	12	intron
LOC120302989	7	intron
LOC120302990	2	intron
LOC120303011	2	intron
LOC120303013	46	intron
LOC120303014	16	intron
LOC120303015	1840	intron
LOC120303017	30	intron
LOC120303020	9	intron
LOC120303023	19	intron
LOC120303027	120	intron
LOC120303028	13	intron
LOC120303030	14	intron
LOC120303032	665	intron
LOC120303036	1	intron
LOC120303041	61	intron
LOC120303042	44	intron
LOC120303047	12	intron
LOC120303051	2	intron
LOC120303059	44	intron
LOC120303062	7	intron
LOC120303063	81	intron
LOC120303065	522	intron
LOC120303066	43	intron
LOC120303067	3915	intron
LOC120303072	5470	intron
LOC120303074	294	intron
LOC120303075	5859	intron
LOC120303081	144	intron
LOC120303088	10	intron
LOC120303089	13	intron
LOC120303090	28	intron
LOC120303091	38	intron
LOC120303092	11	intron
LOC120303093	4	intron
LOC120303096	22	intron
LOC120303097	8	intron
LOC120303098	2	intron
LOC120303101	455	intron
LOC120303102	27	intron
LOC120303103	143	intron
LOC120303104	11	intron
LOC120303106	1	intron
LOC120303108	8	intron
LOC120303109	9	intron
LOC120303112	80	intron
LOC120303113	14	intron
LOC120303116	9	intron
LOC120303129	103	intron
LOC120303131	2	intron
LOC120303140	105	intron
LOC120303152	6	intron
LOC120303153	6	intron
LOC120303160	3	intron
LOC120303161	4	intron
LOC120303163	29	intron
LOC120303165	3	intron
LOC120303167	1564	intron
LOC120303173	130	intron
LOC120303181	7	intron
LOC120303187	30	intron
LOC120303191	543	intron
LOC120303194	1	intron
LOC120303199	412	intron
LOC120303200	14	intron
LOC120303203	6	intron
LOC120303209	105	intron
LOC120303212	64	intron
LOC120303249	27	intron
LOC120303252	25	intron
LOC120303256	137	intron
LOC120303266	5	intron
LOC120303270	124	intron
LOC120303279	20	intron
LOC120303285	20	intron
LOC120303287	2	intron
LOC120303291	4	intron
LOC120303297	3	intron
LOC120303302	4	intron
LOC120303305	69	intron
LOC120303309	16	intron
LOC120303311	1	intron
LOC120303314	143	intron
LOC120303320	25	intron
LOC120303321	7	intron
LOC120303324	79	intron
LOC120303327	187	intron
LOC120303328	106	intron
LOC120303329	348	intron
LOC120303333	11	intron
LOC120303334	78	intron
LOC120303335	190	intron
LOC120303337	697	intron
LOC120303339	28	intron
LOC120303340	20	intron
LOC120303343	47	intron
LOC120303344	319	intron
LOC120303348	77	intron
LOC120303353	747	intron
LOC120303358	21	intron
LOC120303372	240	intron
LOC120303381	64	intron
LOC120303382	9	intron
LOC120303388	113	intron
LOC120303397	43	intron
LOC120303403	90	intron
LOC120303405	7	intron
LOC120303407	67	intron
LOC120303408	1	intron
LOC120303411	16	intron
LOC120303412	60	intron
LOC120303417	4	intron
LOC120303421	176	intron
LOC120303423	114	intron
LOC120303424	22	intron
LOC120303425	369	intron
LOC120303428	12	intron
LOC120303432	173	intron
LOC120303434	10	intron
LOC120303440	667	intron
LOC120303442	322	intron
LOC120303454	8	intron
LOC120303458	3	intron
LOC120303459	13	intron
LOC120303460	5	intron
LOC120303462	4	intron
LOC120303469	31	intron
LOC120303472	50	intron
LOC120303479	8	intron
LOC120303480	87	intron
LOC120303490	63	intron
LOC120303496	26	intron
LOC120303509	60	intron
LOC120303524	2	intron
LOC120303534	56	intron
LOC120303537	11	intron
LOC120303552	992	intron
LOC120303553	140	intron
LOC120303563	36	intron
LOC120303568	3	intron
LOC120303580	4	intron
LOC120303582	4	intron
LOC120303591	11	intron
LOC120303594	91	intron
LOC120303599	13	intron
LOC120303603	10	intron
LOC120303604	1	intron
LOC120303605	1	intron
LOC120303614	5	intron
LOC120303619	1	intron
LOC120303627	1	intron
LOC120303649	1	intron
LOC120303651	1	intron
LOC120303653	9	intron
LOC120303654	16	intron
LOC120303671	72	intron
LOC120303674	1	intron
LOC120303678	3	intron
LOC120303690	6	intron
LOC120303691	11	intron
LOC120303699	13	intron
LOC120303702	2	intron
LOC120303712	13	intron
LOC120303715	427	intron
LOC120303716	350	intron
LOC120303719	56	intron
LOC120303720	8	intron
LOC120303721	4	intron
LOC120303722	234	intron
LOC120303723	7	intron
LOC120303724	24	intron
LOC120303725	19	intron
LOC120303743	79	intron
LOC120303744	181	intron
LOC120303746	15	intron
LOC120303752	611	intron
LOC120303759	7	intron
LOC120303772	241	intron
LOC120303785	157	intron
LOC120303787	54	intron
LOC120303791	129	intron
LOC120303792	8	intron
LOC120303794	220	intron
LOC120303805	250	intron
LOC120303813	2	intron
LOC120303814	12	intron
LOC120303824	38	intron
LOC120303830	2	intron
LOC120303831	1	intron
LOC120303838	5	intron
LOC120303839	1	intron
LOC120303841	18	intron
LOC120303844	48	intron
LOC120303853	16	intron
LOC120303856	49	intron
LOC120303865	23	intron
LOC120303866	45	intron
LOC120303868	12	intron
LOC120303873	8	intron
LOC120303875	62	intron
LOC120303877	3	intron
LOC120303878	4	intron
LOC120303883	74	intron
LOC120303906	18	intron
LOC120303920	5	intron
LOC120303922	34	intron
LOC120303925	10	intron
LOC120303927	54	intron
LOC120303937	10	intron
LOC120303944	9	intron
LOC120303945	2	intron
LOC120303948	2	intron
LOC120303954	1	intron
LOC120303961	64	intron
LOC120303962	236	intron
LOC120303971	1	intron
LOC120303976	56	intron
LOC120303984	105	intron
LOC120303985	25	intron
LOC120303995	8	intron
LOC120303998	31	intron
LOC120304008	8	intron
LOC120304012	30	intron
LOC120304021	2	intron
LOC120304025	177	intron
LOC120304029	4	intron
LOC120304036	4	intron
LOC120304037	2	intron
LOC120304044	5	intron
LOC120304062	2	intron
LOC120304068	93	intron
LOC120304072	12	intron
LOC120304073	5	intron
LOC120304075	13	intron
LOC120304092	178	intron
LOC120304095	77	intron
LOC120304109	77	intron
LOC120304113	23	intron
LOC120304121	56	intron
LOC120304124	134	intron
LOC120304126	10	intron
LOC120304127	42	intron
LOC120304130	242	intron
LOC120304134	88	intron
LOC120304135	58	intron
LOC120304136	13	intron
LOC120304141	554	intron
LOC120304155	14	intron
LOC120304158	720	intron
LOC120304160	72	intron
LOC120304163	82	intron
LOC120304168	35	intron
LOC120304170	534	intron
LOC120304171	6243	intron
LOC120304177	30	intron
LOC120304178	68	intron
LOC120304179	75	intron
LOC120304187	21	intron
LOC120304189	72	intron
LOC120304200	125	intron
LOC120304202	7	intron
LOC120304206	106	intron
LOC120304209	83	intron
LOC120304210	198	intron
LOC120304222	1474	intron
LOC120304224	1669	intron
LOC120304226	149	intron
LOC120304238	117	intron
LOC120304244	1	intron
LOC120304248	11	intron
LOC120304253	15	intron
LOC120304256	245	intron
LOC120304264	134	intron
LOC120304269	60	intron
LOC120304271	12	intron
LOC120304276	33	intron
LOC120304279	84	intron
LOC120304281	35	intron
LOC120304286	108	intron
LOC120304287	3	intron
LOC120304292	3803	intron
LOC120304293	34	intron
LOC120304295	10	intron
LOC120304296	83	intron
LOC120304309	25	intron
LOC120304310	3	intron
LOC120304311	7	intron
LOC120304313	26	intron
LOC120304317	3	intron
LOC120304321	51	intron
LOC120304337	138	intron
LOC120304345	4	intron
LOC120304350	122	intron
LOC120304351	310	intron
LOC120304352	31	intron
LOC120304354	49	intron
LOC120304355	34	intron
LOC120304356	1	intron
LOC120304358	1	intron
LOC120304364	1	intron
LOC120304365	117	intron
LOC120304372	102	intron
LOC120304374	106	intron
LOC120304376	5	intron
LOC120304378	729	intron
LOC120304389	126	intron
LOC120304396	47	intron
LOC120304398	76	intron
LOC120304402	56	intron
LOC120304405	25	intron
LOC120304406	10	intron
LOC120304407	38	intron
LOC120304410	184	intron
LOC120304411	8	intron
LOC120304413	3	intron
LOC120304422	18	intron
LOC120304423	22	intron
LOC120304425	30	intron
LOC120304428	79	intron
LOC120304431	49	intron
LOC120304436	856	intron
LOC120304438	120	intron
LOC120304440	33	intron
LOC120304441	43	intron
LOC120304445	4	intron
LOC120304448	6	intron
LOC120304449	86	intron
LOC120304452	31	intron
LOC120304460	1	intron
LOC120304462	26	intron
LOC120304469	9	intron
LOC120304470	7	intron
LOC120304481	12	intron
LOC120304485	140	intron
LOC120304488	135	intron
LOC120304490	3	intron
LOC120304503	269	intron
LOC120304504	70	intron
LOC120304530	103	intron
LOC120304532	6	intron
LOC120304538	25	intron
LOC120304539	10	intron
LOC120304540	2	intron
LOC120304544	32	intron
LOC120304545	79	intron
LOC120304549	361	intron
LOC120304550	8748	intron
LOC120304551	49	intron
LOC120304552	124	intron
LOC120304553	4	intron
LOC120304554	1	intron
LOC120304563	9	intron
LOC120304564	148	intron
LOC120304568	22	intron
LOC120304569	41	intron
LOC120304573	415	intron
LOC120304575	208	intron
LOC120304576	59	intron
LOC120304579	59	intron
LOC120304581	154	intron
LOC120304591	199	intron
LOC120304594	13	intron
LOC120304595	694	intron
LOC120304596	26	intron
LOC120304597	27	intron
LOC120304601	8	intron
LOC120304603	59	intron
LOC120304607	14	intron
LOC120304608	43	intron
LOC120304611	74	intron
LOC120304612	81	intron
LOC120304614	29	intron
LOC120304627	942	intron
LOC120304628	29	intron
LOC120304634	268	intron
LOC120304656	32	intron
LOC120304663	75	intron
LOC120304671	453	intron
LOC120304672	1	intron
LOC120304673	164	intron
LOC120304680	221	intron
LOC120304684	183	intron
LOC120304697	1058	intron
LOC120304702	4	intron
LOC120304712	39	intron
LOC120304715	316	intron
LOC120304721	1392	intron
LOC120304723	36	intron
LOC120304727	903	intron
LOC120304736	155	intron
LOC120304737	27	intron
LOC120304751	438	intron
LOC120304757	1163	intron
LOC120304766	2271	intron
LOC120304768	32	intron
LOC120304774	23	intron
LOC120304790	77	intron
LOC120304794	116	intron
LOC120304798	96	intron
LOC120304800	29	intron
LOC120304810	94	intron
LOC120304815	42	intron
LOC120304816	2	intron
LOC120304817	6	intron
LOC120304818	2725	intron
LOC120304821	4	intron
LOC120304823	97	intron
LOC120304828	490	intron
LOC120304830	18	intron
LOC120304832	32	intron
LOC120304833	2	intron
LOC120304841	3	intron
LOC120304848	25	intron
LOC120304850	83	intron
LOC120304853	9	intron
LOC120304862	321	intron
LOC120304873	46	intron
LOC120304877	2	intron
LOC120304878	36	intron
LOC120304879	7	intron
LOC120304880	57	intron
LOC120304882	55	intron
LOC120304883	30	intron
LOC120304884	24	intron
LOC120304885	14	intron
LOC120304900	132	intron
LOC120304913	58	intron
LOC120304918	46	intron
LOC120304919	123	intron
LOC120304920	22	intron
LOC120304922	121	intron
LOC120304927	1135	intron
LOC120304932	38	intron
LOC120304938	34	intron
LOC120304946	1190	intron
LOC120304949	18	intron
LOC120304964	51	intron
LOC120304971	130	intron
LOC120304979	6	intron
LOC120304986	142	intron
LOC120304995	29	intron
LOC120304996	66	intron
LOC120305014	4080	intron
LOC120305024	1	intron
LOC120305028	28	intron
LOC120305030	89	intron
LOC120305031	85	intron
LOC120305034	1	intron
LOC120305035	415	intron
LOC120305037	96	intron
LOC120305039	305	intron
LOC120305041	380	intron
LOC120305042	196	intron
LOC120305043	5	intron
LOC120305044	6	intron
LOC120305046	50	intron
LOC120305049	24	intron
LOC120305051	51	intron
LOC120305054	54	intron
LOC120305055	83	intron
LOC120305057	56	intron
LOC120305058	2	intron
LOC120305059	12	intron
LOC120305060	20	intron
LOC120305061	12	intron
LOC120305063	11	intron
LOC120305066	1	intron
LOC120305067	53	intron
LOC120305075	335	intron
LOC120305080	341	intron
LOC120305088	110	intron
LOC120305089	427	intron
LOC120305095	126	intron
LOC120305101	13	intron
LOC120305102	209	intron
LOC120305103	11	intron
LOC120305104	18	intron
LOC120305105	24	intron
LOC120305106	1	intron
LOC120305107	8	intron
LOC120305108	26	intron
LOC120305109	2	intron
LOC120305110	45	intron
LOC120305113	9	intron
LOC120305115	78	intron
LOC120305116	65	intron
LOC120305117	128	intron
LOC120305118	1	intron
LOC120305119	15	intron
LOC120305121	25	intron
LOC120305122	205	intron
LOC120305123	192	intron
LOC120305124	229	intron
LOC120305126	65	intron
LOC120305128	14	intron
LOC120305130	113	intron
LOC120305133	12	intron
LOC120305134	22	intron
LOC120305135	10	intron
LOC120305138	6	intron
LOC120305139	1	intron
LOC120305140	585	intron
LOC120305145	9	intron
LOC120305147	368	intron
LOC120305148	152	intron
LOC120305149	6	intron
LOC120305151	132	intron
LOC120305154	6	intron
LOC120305160	376	intron
LOC120305161	13	intron
LOC120305162	40	intron
LOC120305163	6	intron
LOC120305164	38	intron
LOC120305165	35	intron
LOC120305167	89	intron
LOC120305168	142	intron
LOC120305169	140	intron
LOC120305171	1	intron
LOC120305174	148	intron
LOC120305175	119	intron
LOC120305176	36	intron
LOC120305178	37	intron
LOC120305180	62	intron
LOC120305181	63	intron
LOC120305182	11	intron
LOC120305183	25	intron
LOC120305184	3	intron
LOC120305185	6	intron
LOC120305190	63	intron
LOC120305193	3	intron
LOC120305196	7	intron
LOC120305203	1	intron
LOC120305211	105	intron
LOC120305215	140	intron
LOC120305217	5	intron
LOC120305218	10	intron
LOC120305227	292	intron
LOC120305234	14	intron
LOC120305235	24	intron
LOC120305236	12	intron
LOC120305237	102	intron
LOC120305245	100	intron
LOC120305266	3	intron
LOC120305269	25	intron
LOC120305282	1087	intron
LOC120305291	821	intron
LOC120305296	82	intron
LOC120305298	3	intron
LOC120305304	35	intron
LOC120305318	3	intron
LOC120305319	21	intron
LOC120305321	25	intron
LOC120305323	40	intron
LOC120305332	7	intron
LOC120305335	55	intron
LOC120305337	35	intron
LOC120305349	2	intron
LOC120305353	5	intron
LOC120305356	130	intron
LOC120305357	2050	intron
LOC120305367	56	intron
LOC120305372	2	intron
LOC120305374	51	intron
LOC120305377	5	intron
LOC120305386	4	intron
LOC120305387	300	intron
LOC120305388	19	intron
LOC120305390	307	intron
LOC120305401	65	intron
LOC120305404	34	intron
LOC120305433	102	intron
LOC120305434	242	intron
LOC120305437	14	intron
LOC120305440	127	intron
LOC120305446	43	intron
LOC120305447	146	intron
LOC120305453	18	intron
LOC120305462	22	intron
LOC120305464	6	intron
LOC120305469	6	intron
LOC120305471	81	intron
LOC120305487	65	intron
LOC120305490	1	intron
LOC120305496	305	intron
LOC120305512	401	intron
LOC120305513	105	intron
LOC120305518	40	intron
LOC120305523	6	intron
LOC120305527	10	intron
LOC120305530	3	intron
LOC120305531	65	intron
LOC120305539	33	intron
LOC120305543	17	intron
LOC120305545	13	intron
LOC120305548	27	intron
LOC120305552	1	intron
LOC120305555	24	intron
LOC120305580	14	intron
LOC120305601	62	intron
LOC120305605	1	intron
LOC120305606	141	intron
LOC120305610	13	intron
LOC120305616	14	intron
LOC120305636	36	intron
LOC120305637	2	intron
LOC120305638	25	intron
LOC120305642	184	intron
LOC120305644	2	intron
LOC120305649	13	intron
LOC120305651	7	intron
LOC120305652	1	intron
LOC120305657	5	intron
LOC120305672	22	intron
LOC120305674	19	intron
LOC120305675	6	intron
LOC120305677	4	intron
LOC120305681	12	intron
LOC120305683	5	intron
LOC120305708	14	intron
LOC120305713	5	intron
LOC120305715	6	intron
LOC120305718	8	intron
LOC120305726	4	intron
LOC120305729	23	intron
LOC120305736	25	intron
LOC120305737	39	intron
LOC120305738	44	intron
LOC120305739	113	intron
LOC120305742	56	intron
LOC120305743	3	intron
LOC120305749	42	intron
LOC120305750	14	intron
LOC120305769	26	intron
LOC120305788	58	intron
LOC120305793	7	intron
LOC120305796	28	intron
LOC120305820	104	intron
LOC120305821	138	intron
LOC120305824	160	intron
LOC120305832	611	intron
LOC120305835	1	intron
LOC120305845	11	intron
